,park,beauty,equip,food,hospital,manage,pharmacy,sell,dbscan_cluster
1272,1,1,2,2,1,0,4,1,6
1273,2,2,2,2,2,0,4,2,6
1274,2,2,2,2,2,0,4,2,6
1275,2,2,2,2,2,0,4,2,6
1276,2,2,2,2,2,0,5,2,6
1277,2,2,2,2,2,0,5,1,6
1278,2,2,2,2,2,1,7,1,6
1279,2,3,2,2,3,2,8,3,-1
1280,2,3,2,2,3,2,8,3,-1
1281,2,3,2,2,3,2,9,3,-1
1282,2,3,2,2,3,2,9,3,-1
1283,2,3,2,2,3,2,9,3,-1
1284,2,4,2,2,3,3,9,3,-1
1285,2,4,2,1,2,3,9,5,-1
1286,2,4,2,1,2,3,9,6,-1
1287,2,4,2,1,2,3,10,6,-1
1288,2,3,1,0,3,0,4,3,4
1289,2,3,1,0,3,0,4,3,4
1290,2,3,1,0,3,0,4,3,4
1291,2,3,1,0,3,0,4,3,4
1292,2,3,1,0,3,0,4,3,4
1293,2,3,1,0,3,0,4,3,4
1294,2,3,1,0,3,0,4,3,4
1295,2,3,1,0,3,0,4,3,4
1296,2,3,1,0,3,0,4,3,4
1297,2,4,1,0,3,1,4,5,4
1298,2,5,1,0,3,1,4,5,4
1299,2,5,1,0,4,1,5,7,-1
1300,2,5,1,0,4,1,5,7,-1
1301,2,5,1,0,4,1,5,7,-1
1302,2,5,1,0,4,1,5,7,-1
1303,2,5,1,0,4,1,5,7,-1
1304,2,5,1,0,4,1,4,7,-1
1305,2,5,1,0,4,1,3,7,-1
1306,2,4,1,0,3,1,3,6,4
1307,2,4,1,0,3,1,4,6,4
1308,2,4,1,0,3,1,4,6,4
1309,2,4,1,0,3,1,2,6,4
1310,2,3,1,0,2,1,2,5,4
1311,2,3,1,0,2,1,2,5,4
1312,2,2,1,0,1,1,2,4,4
1313,2,1,0,0,1,0,1,2,4
1314,2,1,0,0,1,0,1,2,4
1315,2,1,0,0,1,0,0,0,4
1316,2,0,0,0,0,0,0,0,4
1317,2,0,0,0,0,0,1,0,4
1318,2,0,0,0,0,0,4,0,6
1319,2,0,0,0,0,0,4,0,6
1320,2,0,0,1,0,0,4,0,6
1321,2,0,0,1,0,0,4,0,6
1322,1,0,0,1,0,0,4,0,6
1323,1,0,0,1,0,0,4,0,6
1324,1,0,0,1,0,0,4,0,6
1325,1,0,0,1,0,0,4,0,6
1326,1,0,0,1,0,0,4,0,6
1327,1,0,0,1,0,0,4,0,6
1328,1,0,2,1,0,0,4,0,-1
1329,1,1,2,1,1,0,4,1,-1
1330,1,2,2,1,1,0,4,1,6
1331,2,2,2,2,2,0,4,1,6
1332,2,2,2,2,2,0,5,1,6
1333,2,2,2,2,2,0,5,1,6
1334,2,2,2,2,2,0,7,1,6
1335,2,3,2,2,3,2,7,3,-1
1336,2,3,2,2,3,2,7,3,-1
1337,2,3,2,2,3,2,7,3,-1
1338,2,3,2,1,2,2,8,3,-1
1339,2,3,2,1,2,2,8,3,-1
1340,2,4,2,1,2,3,8,3,-1
1341,2,4,2,1,2,3,8,6,-1
1342,2,4,2,1,2,3,8,6,-1
1343,2,3,2,1,2,3,8,6,-1
1344,2,3,1,0,3,0,4,3,4
1345,2,3,1,0,3,0,4,3,4
1346,2,3,1,0,3,0,4,3,4
1347,2,3,1,0,3,0,4,3,4
1348,2,3,1,0,3,0,4,3,4
1349,2,3,1,0,3,0,4,3,4
1350,2,3,1,0,3,0,4,3,4
1351,2,3,1,0,3,0,4,3,4
1352,2,3,1,0,3,0,4,3,4
1353,2,4,1,0,4,0,5,5,4
1354,2,4,1,0,4,0,5,5,4
1355,2,4,1,0,4,0,5,5,4
1356,2,5,1,0,4,1,5,7,-1
1357,2,5,1,0,4,1,5,7,-1
1358,2,5,1,0,4,1,5,7,-1
1359,2,5,1,0,4,1,6,7,4
1360,2,5,1,0,4,1,6,7,4
1361,2,6,1,0,4,1,5,8,-1
1362,2,6,1,0,5,1,4,8,-1
1363,2,5,1,0,4,1,4,7,-1
1364,2,5,1,0,4,1,4,7,-1
1365,2,5,1,0,4,1,4,7,-1
1366,2,3,1,0,3,0,2,4,4
1367,2,3,1,0,3,0,2,4,4
1368,2,2,1,0,2,0,2,3,4
1369,2,2,0,0,2,0,2,3,4
1370,2,2,0,0,2,0,2,3,4
1371,2,1,0,0,1,0,2,2,4
1372,2,1,0,0,1,0,2,2,4
1373,2,1,0,0,0,0,0,0,4
1374,2,0,0,0,0,0,1,0,4
1375,2,0,0,0,0,0,4,0,6
1376,2,0,0,0,0,0,4,0,6
1377,2,0,0,1,0,0,4,0,6
1378,1,0,0,1,0,0,4,0,6
1379,1,0,0,1,0,0,4,0,6
1380,1,0,0,1,0,0,4,0,6
1381,1,0,0,1,0,0,4,0,6
1382,1,0,0,1,0,0,4,0,6
1383,1,0,0,1,0,0,4,0,6
1384,1,0,0,1,0,0,4,0,6
1385,1,0,2,1,0,0,4,0,-1
1386,1,1,2,1,1,0,4,1,-1
1387,1,1,2,1,1,0,4,1,-1
1388,1,1,2,1,1,0,4,1,-1
1389,2,1,2,1,1,0,6,1,6
1390,2,2,2,1,1,1,7,1,-1
1391,2,3,2,1,2,2,7,3,-1
1392,2,3,2,1,2,2,7,3,-1
1393,2,3,2,1,2,2,7,3,-1
1394,2,2,2,1,2,2,8,3,-1
1395,2,2,2,1,2,2,8,3,-1
1396,2,3,2,1,2,3,8,3,-1
1397,2,3,2,1,2,3,8,6,-1
1398,2,3,2,1,2,3,8,6,-1
1399,2,3,2,2,2,3,7,6,-1
1400,2,3,1,0,3,0,4,3,4
1401,2,3,1,0,3,0,4,3,4
1402,2,3,1,0,3,0,4,3,4
1403,2,3,1,0,3,0,4,3,4
1404,2,3,1,0,3,0,4,3,4
1405,2,3,1,0,3,0,4,3,4
1406,2,3,1,0,3,0,4,3,4
1407,2,4,1,0,3,0,5,5,4
1408,2,4,1,0,4,0,5,5,4
1409,2,4,1,0,4,0,5,5,4
1410,2,4,1,0,4,0,5,5,4
1411,2,4,1,0,4,0,5,5,4
1412,2,4,1,0,4,0,5,5,4
1413,2,4,1,0,4,0,6,5,4
1414,2,4,1,0,4,0,6,5,4
1415,2,5,1,0,5,0,6,6,4
1416,2,5,1,0,5,0,7,6,4
1417,2,5,1,0,5,0,7,6,4
1418,2,5,1,0,5,0,6,6,4
1419,2,5,1,0,5,0,5,6,4
1420,2,4,1,0,4,0,5,5,4
1421,2,4,1,0,4,0,5,5,4
1422,2,4,1,0,4,0,3,5,4
1423,2,3,1,0,3,0,3,4,4
1424,2,2,1,0,2,0,3,3,4
1425,2,2,1,0,2,0,3,3,4
1426,2,2,0,0,2,0,3,3,4
1427,2,2,0,0,2,0,2,3,4
1428,2,2,0,0,2,0,2,3,4
1429,2,2,0,0,2,0,2,3,4
1430,2,1,0,0,1,0,2,2,4
1431,2,0,0,0,0,0,1,0,4
1432,2,0,0,0,0,0,4,0,6
1433,2,0,0,0,0,0,4,0,6
1434,1,0,0,1,0,0,4,0,6
1435,1,0,0,1,0,0,4,0,6
1436,1,0,0,1,0,0,4,0,6
1437,1,0,0,1,0,0,4,0,6
1438,1,0,0,1,0,0,4,0,6
1439,1,0,0,1,0,0,4,0,6
1440,1,0,0,1,0,0,4,0,6
1441,1,0,0,1,0,0,4,0,6
1442,1,0,2,1,0,0,4,0,-1
1443,1,1,2,1,1,0,4,1,-1
1444,1,1,2,1,1,0,4,1,-1
1445,1,1,2,1,1,0,7,1,-1
1446,1,2,2,1,2,1,7,3,-1
1447,2,2,2,1,2,2,7,3,-1
1448,2,2,2,1,2,2,7,3,-1
1449,2,2,2,1,2,2,7,3,-1
1450,2,2,2,1,2,2,8,3,-1
1451,2,2,2,1,2,2,8,3,-1
1452,2,2,2,1,2,2,8,3,-1
1453,2,3,2,2,2,3,8,6,-1
1454,2,3,2,2,2,3,7,6,-1
1455,2,3,2,2,2,3,6,6,-1
1456,2,3,1,0,3,0,4,3,4
1457,2,3,1,0,3,0,4,3,4
1458,2,3,1,0,3,0,4,3,4
1459,2,3,1,0,3,0,4,3,4
1460,2,3,1,0,3,0,4,3,4
1461,2,3,1,0,3,0,4,3,4
1462,2,4,1,0,3,0,5,5,4
1463,2,4,1,0,4,0,5,5,4
1464,2,4,1,0,4,0,5,5,4
1465,2,4,1,0,4,0,5,5,4
1466,2,4,1,0,4,0,5,5,4
1467,2,4,1,0,4,0,6,6,4
1468,2,4,1,0,5,0,6,6,4
1469,2,5,1,0,6,0,7,7,4
1470,2,5,1,0,6,0,7,7,4
1471,2,5,1,0,6,0,7,7,4
1472,2,5,1,0,5,0,7,6,4
1473,2,5,1,0,5,0,8,6,-1
1474,2,5,1,0,5,0,8,7,-1
1475,2,5,1,0,5,0,7,7,4
1476,2,4,1,0,4,0,6,6,4
1477,2,4,1,0,4,0,6,6,4
1478,2,4,1,0,4,0,4,6,4
1479,2,3,1,0,3,0,4,4,4
1480,2,2,1,0,2,0,4,3,4
1481,2,2,1,0,2,0,4,3,4
1482,2,2,0,0,2,0,4,3,4
1483,2,2,0,0,2,0,4,3,4
1484,2,2,0,0,2,0,4,3,4
1485,2,2,0,0,2,0,3,3,4
1486,2,2,0,0,2,0,2,3,4
1487,2,2,0,0,2,0,2,3,4
1488,2,0,0,0,0,0,1,0,4
1489,2,0,0,0,0,0,4,0,6
1490,1,0,0,0,0,0,4,0,6
1491,1,0,0,1,0,0,4,0,6
1492,1,0,0,1,0,0,4,0,6
1493,1,0,0,1,0,0,4,0,6
1494,1,0,0,1,0,0,4,0,6
1495,1,0,0,1,0,0,4,0,6
1496,1,0,0,1,0,0,4,0,6
1497,1,0,0,1,0,0,4,0,6
1498,1,0,0,1,0,0,4,0,6
1499,1,1,0,1,0,0,4,0,6
1500,1,1,2,1,1,0,4,1,-1
1501,1,1,2,1,1,0,7,1,-1
1502,1,2,2,1,2,1,7,3,-1
1503,1,2,2,1,2,1,7,3,-1
1504,1,2,2,1,2,2,7,3,-1
1505,1,2,2,1,2,2,7,3,-1
1506,2,2,2,1,2,2,7,3,-1
1507,2,2,2,1,2,2,8,3,-1
1508,2,2,2,2,2,2,8,3,-1
1509,2,3,2,2,2,3,6,4,-1
1510,2,3,2,2,2,3,6,6,-1
1511,2,3,2,2,2,3,4,6,-1
1512,2,3,1,0,3,0,4,3,4
1513,2,3,1,0,3,0,4,3,4
1514,2,3,1,0,3,0,4,3,4
1515,2,3,1,0,3,0,4,3,4
1516,2,3,1,0,3,0,4,3,4
1517,2,3,1,0,3,0,4,3,4
1518,2,4,1,0,4,0,5,5,4
1519,2,4,1,0,5,0,5,6,4
1520,2,5,1,0,5,0,5,6,4
1521,2,5,1,0,5,0,5,6,4
1522,2,5,1,0,5,0,6,6,4
1523,2,6,1,0,6,0,6,7,4
1524,2,6,1,0,6,0,7,7,7
1525,2,6,1,0,6,0,7,7,7
1526,2,6,1,0,6,0,7,8,7
1527,2,6,1,0,6,0,8,8,7
1528,2,6,1,0,6,0,8,8,7
1529,2,6,1,0,6,0,8,8,7
1530,2,6,1,0,6,0,8,8,7
1531,2,6,1,0,6,0,7,8,7
1532,2,5,1,0,5,0,6,7,4
1533,2,4,1,0,4,0,6,6,4
1534,2,4,1,0,4,0,5,6,4
1535,2,2,1,0,2,0,4,4,4
1536,2,2,1,0,2,0,4,4,4
1537,2,2,1,0,2,0,4,4,4
1538,2,2,0,0,2,0,4,4,4
1539,2,2,0,0,2,0,4,3,4
1540,2,2,0,0,2,0,4,3,4
1541,2,2,0,0,2,0,4,3,4
1542,2,2,0,0,2,0,4,3,4
1543,2,2,0,0,2,0,4,3,4
1544,2,2,0,0,2,0,1,1,-1
1545,2,1,0,0,1,0,1,1,4
1546,1,0,0,0,0,0,3,0,6
1547,1,0,0,0,0,0,4,0,6
1548,1,0,0,1,0,0,4,0,6
1549,1,0,0,1,0,0,4,0,6
1550,1,0,0,1,0,0,4,0,6
1551,1,0,0,1,0,0,4,0,6
1552,1,0,0,1,0,0,4,0,6
1553,1,0,0,1,0,0,4,0,6
1554,1,0,0,1,0,0,4,0,6
1555,1,0,0,1,0,0,4,0,6
1556,1,0,0,1,0,0,4,0,6
1557,1,1,2,1,1,0,6,1,-1
1558,1,2,2,1,2,1,7,3,-1
1559,1,2,2,1,2,1,7,3,-1
1560,1,2,2,1,2,1,7,3,-1
1561,1,2,2,1,2,2,7,3,-1
1562,1,2,2,1,2,2,7,3,-1
1563,1,2,2,2,2,2,5,3,-1
1564,1,2,2,2,2,2,6,3,-1
1565,1,2,2,2,2,2,6,3,-1
1566,2,3,2,2,2,3,4,6,-1
1567,2,3,2,1,2,3,4,6,-1
1568,2,3,1,0,3,0,4,3,4
1569,2,3,1,0,3,0,4,3,4
1570,2,3,1,0,3,0,4,3,4
1571,2,3,1,0,3,0,4,3,4
1572,2,3,1,0,3,0,4,3,4
1573,2,5,1,0,5,0,5,6,4
1574,2,5,1,0,5,0,5,6,4
1575,2,5,1,0,5,0,5,6,4
1576,2,5,1,0,5,0,5,6,4
1577,2,5,1,0,5,0,6,6,4
1578,2,6,1,0,6,0,7,7,7
1579,2,6,1,1,6,0,7,8,7
1580,2,6,1,1,6,0,7,8,7
1581,2,6,1,1,6,0,8,8,7
1582,2,6,1,1,6,0,8,8,7
1583,2,6,1,1,6,0,8,8,7
1584,2,6,1,1,6,0,8,8,7
1585,2,6,1,1,6,0,8,8,7
1586,2,6,1,1,6,0,8,8,7
1587,2,6,1,0,6,0,8,8,7
1588,2,6,1,0,6,0,7,8,7
1589,2,5,1,0,5,0,6,7,4
1590,2,4,1,0,4,0,5,7,4
1591,2,2,1,0,2,0,4,5,4
1592,2,2,1,0,2,0,4,5,4
1593,2,2,1,0,2,0,4,5,4
1594,2,2,0,0,2,0,4,5,4
1595,2,2,0,0,2,0,4,5,4
1596,2,2,0,0,2,0,4,5,4
1597,2,2,0,0,2,0,4,4,4
1598,2,2,0,0,2,0,4,4,4
1599,2,2,0,0,2,0,4,4,4
1600,2,2,0,0,2,0,4,4,4
1601,2,1,0,0,1,0,1,2,4
1602,1,1,0,0,1,0,1,1,4
1603,1,0,0,0,0,0,0,0,4
1604,1,0,0,0,0,0,3,0,6
1605,1,0,0,0,0,0,4,0,6
1606,1,0,0,1,0,0,4,0,6
1607,1,0,0,1,0,0,4,0,6
1608,1,0,0,1,0,0,4,0,6
1609,1,0,0,1,0,0,4,0,6
1610,1,0,0,1,0,0,4,0,6
1611,1,0,0,1,0,0,4,0,6
1612,1,0,0,1,0,0,4,0,6
1613,1,0,0,1,0,0,6,0,-1
1614,1,2,0,1,2,1,7,3,-1
1615,1,2,0,1,2,1,7,3,-1
1616,1,2,2,1,2,1,7,3,-1
1617,1,2,2,1,2,2,5,3,-1
1618,1,2,2,2,2,2,5,3,-1
1619,1,2,2,2,2,2,5,3,-1
1620,1,2,2,2,2,2,4,3,-1
1621,1,2,2,1,2,2,4,3,-1
1622,1,2,2,1,2,2,4,4,-1
1623,1,3,2,1,2,3,4,6,-1
1624,2,3,1,0,3,0,5,4,4
1625,2,3,1,0,3,0,4,3,4
1626,2,3,1,0,3,0,4,3,4
1627,2,4,1,0,4,0,4,4,4
1628,2,5,1,0,5,0,5,6,4
1629,2,5,1,0,5,0,5,6,4
1630,2,5,1,0,5,0,5,6,4
1631,2,5,1,0,5,0,5,6,4
1632,2,5,1,1,5,0,6,6,4
1633,2,6,1,1,6,0,7,7,7
1634,2,6,1,1,6,0,7,8,7
1635,2,6,1,1,6,0,7,8,7
1636,2,6,1,1,6,0,8,8,7
1637,2,6,1,1,6,0,8,8,7
1638,2,6,1,1,6,0,8,8,7
1639,2,6,1,1,6,0,8,8,7
1640,2,6,1,1,6,0,8,8,7
1641,2,6,1,1,6,0,8,8,7
1642,2,6,1,1,6,0,8,8,7
1643,2,6,1,1,6,0,8,8,7
1644,2,6,1,1,6,0,7,9,7
1645,2,5,1,1,5,0,6,8,4
1646,2,4,1,0,4,0,5,7,4
1647,2,3,1,0,3,0,4,6,4
1648,2,2,1,0,2,0,4,5,4
1649,2,2,1,0,2,0,4,5,4
1650,2,2,0,0,2,0,4,5,4
1651,2,2,0,0,2,0,4,5,4
1652,2,2,0,0,2,0,4,5,4
1653,2,2,0,0,2,0,4,5,4
1654,2,2,0,0,2,0,4,5,4
1655,2,2,0,0,2,0,4,4,4
1656,2,2,0,0,2,0,4,4,4
1657,2,2,0,0,2,0,4,4,4
1658,1,1,0,0,1,0,2,2,4
1659,1,1,0,0,1,0,0,2,4
1660,1,0,0,0,0,0,0,0,4
1661,1,0,0,0,0,0,0,0,4
1662,1,0,0,0,0,0,0,0,4
1663,1,0,0,0,0,0,2,0,4
1664,1,0,0,0,0,0,2,0,4
1665,1,0,0,0,0,0,3,0,6
1666,1,0,0,1,0,0,3,0,6
1667,1,0,0,1,0,0,3,0,6
1668,1,0,0,1,0,0,2,0,4
1669,1,0,0,1,0,0,3,0,6
1670,1,1,0,1,1,1,4,2,4
1671,1,1,0,1,1,1,5,2,-1
1672,1,2,0,1,2,1,5,3,-1
1673,1,2,0,0,2,1,3,3,4
1674,1,2,0,1,2,2,3,3,-1
1675,1,2,0,1,2,2,3,3,-1
1676,1,2,0,1,2,2,3,3,-1
1677,1,2,0,1,2,2,4,3,-1
1678,1,2,0,1,2,2,4,4,-1
1679,1,2,0,1,2,2,4,6,-1
1680,2,3,1,0,3,0,5,5,4
1681,2,3,1,0,3,0,4,6,4
1682,2,4,1,0,4,0,4,6,4
1683,2,4,1,0,4,0,4,6,4
1684,2,5,1,0,5,0,5,6,4
1685,2,5,1,0,5,0,5,6,4
1686,2,5,1,1,5,0,5,6,4
1687,2,5,1,1,5,0,6,6,4
1688,2,6,1,1,5,0,7,8,7
1689,2,6,1,1,6,0,7,8,7
1690,2,6,1,1,6,0,8,8,7
1691,2,6,1,1,6,0,8,8,7
1692,2,6,1,1,6,0,8,8,7
1693,2,6,1,1,6,0,8,8,7
1694,2,6,1,1,6,0,8,8,7
1695,2,6,1,1,6,0,8,8,7
1696,2,6,1,1,6,0,8,8,7
1697,2,6,1,1,6,0,8,8,7
1698,2,6,1,1,6,0,8,9,7
1699,2,6,1,1,6,0,8,9,7
1700,2,6,1,1,6,0,7,9,7
1701,2,4,1,1,4,0,7,7,-1
1702,2,3,1,1,3,0,4,6,4
1703,2,3,1,1,3,0,4,6,4
1704,2,3,1,0,3,0,4,6,4
1705,2,2,1,0,2,0,4,5,4
1706,2,2,0,0,2,0,4,5,4
1707,2,2,0,0,2,0,4,5,4
1708,2,2,0,0,2,0,4,5,4
1709,2,2,0,0,2,0,4,5,4
1710,2,2,0,0,2,0,4,5,4
1711,2,2,0,0,2,0,4,5,4
1712,2,2,0,0,2,0,4,4,4
1713,1,2,0,0,2,0,4,4,4
1714,1,1,0,0,1,0,3,2,4
1715,1,1,0,0,1,0,2,2,4
1716,1,0,0,0,0,0,0,1,4
1717,1,0,0,0,0,0,0,1,4
1718,1,0,0,0,0,0,0,0,4
1719,1,0,0,0,0,0,0,0,4
1720,1,0,0,0,0,0,0,0,4
1721,1,0,0,0,0,0,0,0,4
1722,1,0,0,0,0,0,0,0,4
1723,1,0,0,0,0,0,0,0,4
1724,1,0,0,0,0,0,0,0,4
1725,1,0,0,0,0,0,1,0,4
1726,1,0,0,0,0,0,2,0,4
1727,1,1,0,0,1,1,2,2,4
1728,1,1,0,0,1,1,3,2,4
1729,1,1,0,1,1,1,3,2,4
1730,1,2,0,1,1,1,3,2,4
1731,1,2,0,1,2,1,3,3,-1
1732,1,2,0,1,2,2,3,3,-1
1733,1,2,0,1,2,2,3,3,-1
1734,1,2,2,1,2,2,3,3,-1
1735,1,2,2,1,2,2,4,4,-1
1736,2,6,1,0,5,0,6,8,4
1737,2,6,1,0,5,0,5,9,-1
1738,2,6,1,0,5,0,5,8,-1
1739,2,6,1,0,4,0,5,8,-1
1740,2,6,1,1,5,0,5,8,-1
1741,2,6,1,1,5,0,5,8,-1
1742,2,6,1,1,5,0,5,8,-1
1743,2,6,1,1,5,0,7,9,7
1744,2,7,1,1,6,0,7,10,7
1745,2,7,1,1,6,0,7,8,7
1746,2,6,1,1,6,0,8,8,7
1747,2,6,1,1,6,0,8,8,7
1748,2,6,1,1,6,0,8,8,7
1749,2,6,1,1,6,0,8,8,7
1750,2,6,1,1,6,0,8,8,7
1751,2,6,1,1,6,0,8,8,7
1752,2,6,1,1,6,0,8,8,7
1753,2,6,1,1,6,0,8,9,7
1754,2,6,1,1,6,0,8,9,7
1755,2,6,1,1,6,0,8,9,7
1756,2,5,1,1,5,0,7,8,7
1757,2,4,1,1,4,0,7,7,-1
1758,2,3,1,1,3,0,4,6,4
1759,2,3,1,1,3,0,4,6,4
1760,2,3,1,1,3,0,4,6,4
1761,2,3,1,1,3,0,4,6,4
1762,2,2,0,0,2,0,4,5,4
1763,2,2,0,0,2,0,4,5,4
1764,2,2,0,0,2,0,4,5,4
1765,2,2,0,0,2,0,4,5,4
1766,2,2,0,0,2,0,4,5,4
1767,2,2,0,0,2,0,4,5,4
1768,2,2,0,0,2,0,4,5,4
1769,1,2,0,0,2,0,4,4,4
1770,1,2,0,0,2,0,4,4,4
1771,1,1,0,0,1,0,3,2,4
1772,1,1,0,0,1,0,2,2,4
1773,1,0,0,0,0,0,0,1,4
1774,1,0,0,0,0,0,0,1,4
1775,1,0,0,0,0,0,0,1,4
1776,1,0,0,0,0,0,0,0,4
1777,1,0,0,0,0,0,0,0,4
1778,1,0,0,0,0,0,0,0,4
1779,1,0,0,0,0,0,0,0,4
1780,1,0,0,0,0,0,0,0,4
1781,1,0,0,0,0,0,0,0,4
1782,1,0,0,0,0,0,2,0,4
1783,1,1,0,0,1,1,2,2,4
1784,1,1,0,0,1,1,2,2,4
1785,1,1,0,1,1,1,3,2,4
1786,1,1,0,1,1,1,3,2,4
1787,1,1,0,1,1,1,3,2,4
1788,1,1,2,1,1,1,3,2,-1
1789,1,1,2,1,1,2,3,2,-1
1790,1,2,2,1,1,3,3,4,-1
1791,1,2,2,1,1,3,3,4,-1
1792,2,8,1,0,7,1,8,12,-1
1793,2,7,1,0,5,1,6,11,-1
1794,2,6,1,0,5,0,5,9,-1
1795,2,7,1,1,6,0,6,10,-1
1796,2,7,1,1,6,0,6,10,-1
1797,2,7,1,1,6,0,6,9,7
1798,2,7,1,1,5,0,6,8,7
1799,2,7,1,1,6,0,7,10,7
1800,2,7,1,1,6,0,7,10,7
1801,2,7,1,1,6,0,8,10,7
1802,2,8,1,1,6,0,8,10,7
1803,2,8,1,1,6,0,8,8,7
1804,2,8,1,1,6,0,8,8,7
1805,2,7,1,1,6,0,8,8,7
1806,2,7,1,1,6,0,8,8,7
1807,2,7,1,1,6,0,8,8,7
1808,2,7,1,1,6,0,8,9,7
1809,2,7,1,1,6,0,8,9,7
1810,2,7,1,1,6,0,8,9,7
1811,2,6,1,1,5,0,8,8,7
1812,2,6,1,1,5,0,7,8,7
1813,2,3,1,1,3,0,6,6,4
1814,2,3,1,1,3,0,4,6,4
1815,2,3,1,1,3,0,4,6,4
1816,2,3,1,1,3,0,4,6,4
1817,2,3,1,1,3,0,4,6,4
1818,2,3,0,1,3,0,4,6,4
1819,2,2,0,0,2,0,4,5,4
1820,2,2,0,0,2,0,4,5,4
1821,2,2,0,0,2,0,4,5,4
1822,2,2,0,0,2,0,4,5,4
1823,2,2,0,0,2,0,4,5,4
1824,2,2,0,0,2,0,4,5,4
1825,1,2,0,0,2,0,4,5,4
1826,1,2,0,0,2,0,4,4,4
1827,1,1,0,0,1,0,3,2,4
1828,1,1,0,0,1,0,2,2,4
1829,1,1,0,0,1,0,0,2,4
1830,1,0,0,0,0,0,0,1,4
1831,1,0,0,0,0,0,0,1,4
1832,1,0,0,0,0,0,0,1,4
1833,1,0,0,0,0,0,0,0,4
1834,1,0,0,0,0,0,0,0,4
1835,1,0,0,0,0,0,0,0,4
1836,1,0,0,0,0,0,0,0,4
1837,1,0,0,0,0,0,0,0,4
1838,1,0,0,0,0,0,1,0,4
1839,1,1,0,0,1,1,2,2,4
1840,1,1,0,1,1,1,2,2,4
1841,1,1,0,1,1,1,2,2,4
1842,1,1,0,1,1,1,2,2,4
1843,1,1,2,1,1,1,3,2,-1
1844,1,2,2,1,1,2,3,4,-1
1845,1,2,2,1,1,2,4,4,-1
1846,1,2,2,1,1,2,4,4,-1
1847,1,2,2,1,2,2,4,5,-1
1848,2,8,1,0,7,1,8,12,-1
1849,2,8,1,0,6,1,6,11,-1
1850,2,7,1,1,6,1,6,11,-1
1851,2,8,1,1,7,1,7,12,-1
1852,2,7,1,1,6,0,6,10,-1
1853,2,7,1,1,6,0,6,10,-1
1854,2,7,1,1,6,0,8,10,7
1855,2,9,1,1,7,0,8,11,-1
1856,2,9,1,1,6,0,8,10,-1
1857,2,8,1,1,6,0,8,10,7
1858,2,8,1,1,6,0,8,10,7
1859,2,8,2,1,6,0,8,10,7
1860,2,8,2,1,6,0,8,10,7
1861,2,8,2,1,6,0,8,8,7
1862,2,8,2,1,6,0,8,8,7
1863,2,7,2,1,6,0,8,9,7
1864,2,7,2,1,6,0,8,9,7
1865,2,6,2,1,5,0,8,8,7
1866,2,6,2,1,5,0,8,8,7
1867,2,6,2,1,5,0,8,8,7
1868,2,6,1,1,5,0,7,8,7
1869,2,4,1,1,3,0,5,6,4
1870,2,4,1,1,3,0,4,6,4
1871,2,3,1,1,3,0,4,6,4
1872,2,3,1,1,3,0,4,6,4
1873,2,3,0,1,3,0,4,6,4
1874,2,3,0,1,3,0,4,6,4
1875,2,3,0,1,3,0,4,6,4
1876,2,2,0,0,2,0,4,5,4
1877,2,2,0,0,2,0,4,5,4
1878,2,2,0,0,2,0,4,5,4
1879,2,2,0,0,2,0,4,5,4
1880,1,2,0,0,2,0,4,5,4
1881,1,2,0,0,2,0,4,5,4
1882,1,2,0,0,2,0,4,5,4
1883,1,1,0,0,1,0,3,2,4
1884,1,1,0,0,1,0,3,2,4
1885,1,1,0,0,1,0,1,2,4
1886,1,0,0,0,0,0,0,1,4
1887,1,0,0,0,0,0,0,1,4
1888,1,0,0,0,0,0,0,1,4
1889,1,0,0,0,0,0,0,1,4
