,park,beauty,cafe,deliver,equip,food,hospital,manage,pharmacy,play,restaurant,sell,cluster,pca_x,pca_y
1232,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,1.768954150434522,-0.5208959867261226,16,7.861423556910435,8.164333823676852
1233,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,0.4687649022412972,1.768954150434522,-0.5208959867261226,16,7.835031291799061,7.933639219546485
1234,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,0.4687649022412972,1.768954150434522,-0.5208959867261226,16,7.835031291799061,7.933639219546485
1288,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,1.768954150434522,-0.5208959867261226,16,7.861423556910435,8.164333823676852
1289,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,1.768954150434522,-0.5208959867261226,16,7.861423556910435,8.164333823676852
1290,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,1.768954150434522,-0.5208959867261226,16,7.861423556910435,8.164333823676852
1291,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,1.768954150434522,-0.5208959867261226,16,7.861423556910435,8.164333823676852
1292,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,1.768954150434522,-0.5208959867261226,16,7.861423556910435,8.164333823676852
1344,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,1.768954150434522,-0.5208959867261226,16,7.861423556910435,8.164333823676852
1345,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,1.768954150434522,-0.5208959867261226,16,7.861423556910435,8.164333823676852
1346,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,0.8459694336230147,-0.5208959867261226,16,7.884304880613047,8.123031585358248
1347,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,0.8459694336230147,-0.5208959867261226,16,7.884304880613047,8.123031585358248
1348,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,0.8459694336230147,-0.5208959867261226,16,7.884304880613047,8.123031585358248
1349,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,0.8459694336230147,-0.5208959867261226,16,7.884304880613047,8.123031585358248
1400,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,0.8459694336230147,-0.5208959867261226,16,7.884304880613047,8.123031585358248
1401,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,0.8459694336230147,-0.5208959867261226,16,7.884304880613047,8.123031585358248
1402,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,0.8459694336230147,-0.5208959867261226,16,7.884304880613047,8.123031585358248
1403,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,0.8459694336230147,-0.5208959867261226,16,7.884304880613047,8.123031585358248
1404,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,0.8459694336230147,-0.5208959867261226,16,7.884304880613047,8.123031585358248
1405,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,0.8459694336230147,-0.5208959867261226,16,7.884304880613047,8.123031585358248
1406,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,0.8459694336230147,-0.5208959867261226,16,7.884304880613047,8.123031585358248
1407,-0.14693255781747677,0.08117595436594992,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,0.118860796280151,-1.0,0.8459694336230147,-0.20149331121020433,16,7.877004060985379,8.229736058875366
1456,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,0.8459694336230147,-0.5208959867261226,16,7.884304880613047,8.123031585358248
1457,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,0.8459694336230147,-0.5208959867261226,16,7.884304880613047,8.123031585358248
1458,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,0.8459694336230147,-0.5208959867261226,16,7.884304880613047,8.123031585358248
1459,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,0.8459694336230147,-0.5208959867261226,16,7.884304880613047,8.123031585358248
1460,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,0.8459694336230147,-0.5208959867261226,16,7.884304880613047,8.123031585358248
1461,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,-0.07701528318849264,-0.5208959867261226,16,7.907186204315658,8.081729347039643
1512,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,0.8459694336230147,-0.5208959867261226,16,7.884304880613047,8.123031585358248
1513,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,0.8459694336230147,-0.5208959867261226,16,7.884304880613047,8.123031585358248
1514,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,0.8459694336230147,-0.5208959867261226,16,7.884304880613047,8.123031585358248
1515,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,-0.07701528318849264,-0.5208959867261226,16,7.907186204315658,8.081729347039643
1516,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,-0.07701528318849264,-0.5208959867261226,16,7.907186204315658,8.081729347039643
1568,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,-0.07701528318849264,-0.5208959867261226,16,7.907186204315658,8.081729347039643
1569,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,-0.07701528318849264,-0.5208959867261226,16,7.907186204315658,8.081729347039643
1570,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,-0.07701528318849264,-0.5208959867261226,16,7.907186204315658,8.081729347039643
1571,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,-0.07701528318849264,-0.5208959867261226,16,7.907186204315658,8.081729347039643
1624,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,0.118860796280151,-1.0,-0.07701528318849264,-0.36119464896816345,16,7.905605865893061,8.128450564443126
1625,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,-0.07701528318849264,-0.5208959867261226,16,7.907186204315658,8.081729347039643
1626,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,-0.07701528318849264,-0.5208959867261226,16,7.907186204315658,8.081729347039643
1680,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,0.118860796280151,-1.0,-0.07701528318849264,-0.20149331121020433,16,7.903950489220126,8.14948457675657
1681,-0.14693255781747677,-0.18911803422553755,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.15601151007131248,-1.0,-0.10491136297587919,-1.0,-0.07701528318849264,-0.041791973452245196,16,7.902220074296856,8.144831383979984
1736,-0.14693255781747677,0.6217639315489248,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.9266858501188542,-1.0,0.3426329555361812,-1.0,-0.07701528318849264,0.27761070206367305,16,7.873857973567571,8.49299497597692
1737,-0.14693255781747677,0.6217639315489248,-1.0,9.347144456886898,-0.39867239359625145,-1.0,0.9266858501188542,-1.0,0.118860796280151,-1.0,-0.07701528318849264,0.4373120398216322,16,7.872127558644306,8.48834178320033
1792,-0.14693255781747677,1.1623519087318999,-1.0,9.347144456886898,-0.39867239359625145,-1.0,1.6973601901663955,-0.06751438086587956,0.7901772740482416,-1.0,-0.07701528318849264,0.9164160530955097,16,7.863099052271442,8.878205324880446
1848,-0.14693255781747677,1.1623519087318999,-1.0,9.347144456886898,-0.39867239359625145,-1.0,1.6973601901663955,-0.06751438086587956,0.7901772740482416,-1.0,-0.07701528318849264,0.9164160530955097,16,7.863099052271442,8.878205324880446
1904,-0.14693255781747677,1.1623519087318999,-1.0,9.347144456886898,-0.39867239359625145,-1.0,1.312023020142625,-0.06751438086587956,0.7901772740482416,-1.0,-0.07701528318849264,1.0761173908534687,16,7.867946730742345,8.83030262429919
1960,-0.14693255781747677,1.4326458973233873,-1.0,9.347144456886898,0.20265521280749704,-1.0,1.312023020142625,-0.06751438086587956,1.0139494333042718,-1.0,-0.07701528318849264,1.235818728611428,16,7.8590218209718605,8.970294758025853
